Packet Index,Arrival Time,GeneratingTime,FlowDelay,MulticastIdx,GWDelay,UEDelay,Protocol
252.0,31.916467905,26.0992810726,5.8190448284,0.0,5000.0,250.0,3GPP
253.0,32.0159759521,26.2013208866,5.8165130615,0.0,5000.0,250.0,3GPP
254.0,32.1191389561,26.3032989502,5.8176980019,0.0,5000.0,250.0,3GPP
255.0,32.2205300331,26.4056749344,5.8167130947,0.0,5000.0,250.0,3GPP
256.0,32.3231348991,26.5079488754,5.8170440197,0.0,5000.0,250.0,3GPP
257.0,32.4252929687,26.6100139618,5.8171370029,0.0,5000.0,250.0,3GPP
258.0,32.5305349827,26.7123088837,5.820084095,0.0,5000.0,250.0,3GPP
259.0,32.635103941,26.8150129318,5.8219490052,0.0,5000.0,250.0,3GPP
260.0,32.7323639393,26.917304039,5.8169178963,2.0,5000.0,250.0,3GPP
261.0,32.8356699943,27.0194840431,5.8180439472,2.0,5000.0,250.0,3GPP
262.0,32.9375200271,27.1215109825,5.8178670406,2.0,5000.0,250.0,3GPP
263.0,33.0390090942,27.2235450745,5.8173220157,2.0,5000.0,250.0,3GPP
264.0,33.1412069797,27.3256368637,5.817428112,2.0,5000.0,250.0,3GPP
265.0,33.2432169914,27.4278860092,5.8171889782,2.0,5000.0,250.0,3GPP
266.0,33.3545489311,27.5301048756,5.8263020515,2.0,5000.0,250.0,3GPP
267.0,33.4486179352,27.6320040226,5.8184719086,2.0,5000.0,250.0,3GPP
268.0,33.5504229069,27.7341918945,5.8180890084,2.0,5000.0,250.0,3GPP
269.0,33.6523139477,27.8370449543,5.8171269894,2.0,5000.0,250.0,3GPP
270.0,33.7559170723,27.9395768642,5.8181982041,2.0,5000.0,250.0,3GPP
271.0,33.8580191135,28.0413708687,5.8185062408,2.0,5000.0,250.0,3GPP
272.0,33.9597229957,28.1437959671,5.8177850246,2.0,5000.0,250.0,3GPP
273.0,34.0620219707,28.245620966,5.8182590007,2.0,5000.0,250.0,3GPP
274.0,34.1636669636,28.3482239246,5.817301035,2.0,5000.0,250.0,3GPP
275.0,34.2652409077,28.450095892,5.8170030117,2.0,5000.0,250.0,3GPP
276.0,34.3671300411,28.5521509647,5.8168370724,2.0,5000.0,250.0,3GPP
277.0,34.4687280655,28.6540708542,5.8165152073,2.0,5000.0,250.0,3GPP
278.0,34.5706069469,28.7557458878,5.8167190551,2.0,5000.0,250.0,3GPP
279.0,34.6725721359,28.8574779034,5.8169522285,2.0,5000.0,250.0,3GPP
280.0,34.7750310898,28.9595220089,5.8173670769,2.0,5000.0,250.0,3GPP
281.0,34.8772830963,29.0615558624,5.8175852299,2.0,5000.0,250.0,3GPP
282.0,34.978812933,29.1633970737,5.8172738553,2.0,5000.0,250.0,3GPP
283.0,35.082433939,29.2653849125,5.8189070225,2.0,5000.0,250.0,3GPP
284.0,35.1830720901,29.3671689034,5.8177611827,2.0,5000.0,250.0,3GPP
285.0,35.2851030826,29.4693279266,5.817633152,2.0,5000.0,250.0,3GPP
286.0,35.3866450786,29.5714390278,5.8170640468,2.0,5000.0,250.0,3GPP
287.0,35.4890670776,29.6740489006,5.816876173,2.0,5000.0,250.0,3GPP
288.0,35.5923280716,29.7761249542,5.8180611134,2.0,5000.0,250.0,3GPP
289.0,35.6941709518,29.8779430389,5.8180859089,2.0,5000.0,250.0,3GPP
290.0,35.7964589596,29.9804930687,5.8178238869,2.0,5000.0,250.0,3GPP
291.0,35.8985910416,30.0830998421,5.8173491955,2.0,5000.0,250.0,3GPP
292.0,36.0000619888,30.1849999428,5.816920042,2.0,5000.0,250.0,3GPP
293.0,36.1025021076,30.2872629166,5.817097187,2.0,5000.0,250.0,3GPP
294.0,36.2036731243,30.388906002,5.8166251183,2.0,5000.0,250.0,3GPP
295.0,36.3100581169,30.493696928,5.8182191849,2.0,5000.0,250.0,3GPP
296.0,36.4111630916,30.5955028534,5.8175182342,2.0,5000.0,250.0,3GPP
297.0,36.5139849186,30.6980760098,5.8177669048,2.0,5000.0,250.0,3GPP
298.0,36.6159651279,30.8002669811,5.8175561428,2.0,5000.0,250.0,3GPP
299.0,36.7214250564,30.9032280445,5.8200550079,2.0,5000.0,250.0,3GPP
300.0,36.8214831352,31.0051779747,5.8181631565,2.0,5000.0,250.0,3GPP
301.0,36.9236390591,31.1079258919,5.8175711632,2.0,5000.0,250.0,3GPP
302.0,37.0248069763,31.2098069191,5.8168580532,2.0,5000.0,250.0,3GPP
303.0,37.1277859211,31.3120908737,5.8175530434,2.0,5000.0,250.0,3GPP
304.0,37.2300260067,31.4145689011,5.8173151016,2.0,5000.0,250.0,3GPP
305.0,37.3323030472,31.5165040493,5.8176569939,2.0,5000.0,250.0,3GPP
